,sentene,label,comprehensive,predicted,fat_skinny,response_Q1,response_Q2
1178,扁奶滾啦幹,2,1,0,0,這篇文章並未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。當加害者表達的評論從善意的建議到惡意的羞辱時，身體羞辱的範圍從從善意到惡意的行為都有所涉及。因此，這篇文章並未涉及有關於身體羞辱的歧視。,Q1 判斷無歧視
1179,超越馬英九的 必蔡英文,0,0,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於馬英九和蔡英文進行了比較，並且該作者認為蔡英文是比馬英九更优秀的選擇。這種比較的方式從善意的角度出發，但卻帶來了對於選擇者的負面評論和評論，並且暗示了選擇的優點和劣點。這種方式可能會讓人對於選擇的評價产生歧視，因為它們從負面的角度出發，並且缺乏對於選擇本身的客观評價。因此，這篇文章可能會涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
1180,山豬寶寶：好冷 胖叔叔救我 然後就被烤,1,1,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，山豬寶寶描述了他感到冷的情況，並且被胖叔叔救過戰，但卻被烤焦。這種行為可能被视为對山豬寶寶的負面評論，因為它暗示了山豬寶寶的性別或價值觀，這是身體羞辱的一種形式。因此，這篇文章可能會引起對於身體羞辱的歧視。,這篇文章是歧視胖子的。
1181,沒po照片，沒奶照，還想要風向，當網,2,1,0,0,這篇文章並沒有涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。這種行為並不一定有意傷害被害者，但被害者認為該評論是負面、具有冒犯性或使其產生身體羞恥感。因此身體羞辱的範圍從善意的建議到惡意的羞辱。,Q1 判斷無歧視
1182,鳥仔腳，我不行,2,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，鳥仔腳被描述為“我不行”，這讓人們感到歧視，因為這被視為對鳥仔腳的負面評論，並且這種評論可能會使鳥仔腳感到羞恥。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的文章。
1183,你初戀扁奶，可憐,2,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於扁奶的評論是負面的，並且使用了身體羞辱的定義來描述這種行為。因此，該文章可能會讓一些人感到冒犯或被羞辱感，並且可能會受到一些人的批評。,這篇文章是歧視胖子的類型。
1184,舔起來，党的懶趴又香又甜,0,0,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。該文中提到“舔起來，党的懶趴又香又甜”，這讓人們覺得舔党的懶趴是一種不僅是負面、具有冒犯性的行為，還是具有侮辱性的行為。這種觀點可能會被視為有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
1185,不該 難道你想看龍妹服務生?,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於對象的評論使用了負面、具有冒犯性的言語，並且對於這些評論表示了惡意的意見。這使得讀者們可能會對這些評論產生身體羞恥感，並且認為這些評論是具有歧視性的。因此，這篇文章可能會對於某些讀者造成歧視。,這篇文章是歧視胖子的類型。
1186,又肥又醜 肛門跟嘴巴都很會噴屎,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。該文章對於目標人物的評論是負面的，並且使用了具有冒犯性的語言。這樣的行為可能會使目標人物感到身體羞恥和擔憂，進而導致歧視。,這篇文章是歧視胖子的類型。
1187,"""一團肉""，能貴到哪裡? 為何能跟各類的",0,0,0,0,"身體羞辱定義與文章內容無關，不涉及有關於身體羞辱的歧視。

""一團肉""是一個詞彙，其詞彙意義是指一組肉體，通常用來描述人或動物被割擊或砍擊後形成的結果。該詞彙在語言學上並沒有特別的意義，不涉及有關於身體羞辱的歧視。

身體羞辱是一種負面行為，通常是由有意傷害的加害者對目標身體表達的評論或意見。該行為可能會使受害者產生身體羞恥感或受到冒犯，因此被視為有關於身體羞辱的問題。然而，身體羞辱並不一定涉及歧視，因為它通常只是一種負面行為，而不是一種特別的、有關於個人的觀點或價值觀的問題。",Q1 判斷無歧視
1188,你覺得醜就不能上街 那肥宅全部去自殺,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於肥宅這個詞語進行了惡意的羞辱，並且該羞辱是對於肥宅這個人們的，而不是對於整個人的。這種行為符合身體羞辱定義中的一個重要特徵，即加害者不請自來對目標身體表達負面意見或評論。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
1189,矮秃肥老醜窮包莖短屌洋人　都贏各位,1,1,1,1,這篇文章涉及身體羞辱的歧視。在這篇文章中，對於矮、秃、肥、老醜、窮、包莖短、屌洋人等形容詞的使用，讓人聯想到負面意見或評論，進而導致對這些人的詚嘆或擔憂，這是身體羞辱的一種形式。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
1190,禿醜矮胖窮，哪一個比較差？,1,1,0,0,這篇文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。因此，身體羞辱的範圍從善意的建議到惡意的羞辱。禿醜矮胖窮這些形容詞並不能僅僅用來形容人，而是用來形容一個人的整体形象。因此，這些形容詞並不能被認為是身體羞辱。,Q1 判斷無歧視
1191,其實我不懂英女王的喪禮已經變成限時景點,0,0,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對英女王的喪禮表示不理解，並且說它已經變成限時景點。這種行為表明作者對英女王的喪禮有負面意見，並且認為它對英女王和其他人造成了身體羞恥感。這種行為符合身體羞辱的範圍，因此這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
1192,太胖了吧 你胖的像豬,1,1,1,1,這篇文章涉及身體羞辱的歧視。在這篇文章中，作者對於一個人的身體進行了負面評論，並且使用了與豬相關的形容詞。這種行為可能會被誤解為對於他人的侮辱，因此涉及歧視。,這篇文章是歧視胖子的。
1193,只有龍妹 樓下常約,1,1,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。在這篇文章中，龍妹被描述成一個被惡意羞辱的對象，這種行為符合身體羞辱的定义，且該行為是從善意到惡意的進行。因此，該文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子類型。
1194,沒奶子也想,2,1,1,2,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者用沒奶子也想這個詞語來形容一個人，這個詞在中文語境中通常被用來形容無礼、粗俗、惡意的行為，因此這個詞的使用可能會被視為有關於身體羞辱的歧視。,這篇文章是歧視瘦子的。
1195,加油  勞工權益第一炮,0,0,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。然而，該文章卻將勞工權益與身體羞辱相結合，使得該詞彙的含義變得模糊，讓人容易出現歧視。,這篇文章是一篇有身體羞辱歧視的文章，判斷該文章是歧視胖子類型。
1196,大,0,0,1,3,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。由於身體羞辱是一種非重複性行為，且通常由加害者不請自來的對目標身體表達負面意見或評論，因此該文章可能會讓讀者對身體羞辱的概念有不同的看法，甚至會有歧視。,抱歉，我無法判斷這篇文章是哪一種類型，因為我無法理解您所提到的身體羞辱指代的具體內容。如果您能提供更多相關資訊，我會盡力幫助您解釋問題。
1197,肚子肉擠出來了,0,0,1,1,這篇文章涉及有關於身體羞辱的歧視。該文章描述了一個人擠出肚子肉的情況，但該情況可能被视为有關於身體羞辱的行為，因為這種行為可能會被認為具有冒犯性或負面意見。因此，根據身體羞辱定義，這篇文章可能涉及歧視。,這篇文章是歧視胖子的文章。
1198,台大馬偕不做是故意想搞阿北？,0,0,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，台大和馬偕是兩個不同的學校，而阿北是一個地名。該文章用阿北作為一個地名來比喻台大和馬偕，這種比喻可能會被讀者認為有關於身體羞辱，因為該比喻暗示了台大和馬偕在兩個學校的地位和價值觀不同，這可能會被讀者認為冒犯或侮辱了阿北。,這篇文章是歧視胖子類型。
1199,龍妹溫和不打你，正妹生氣會打人，你選？,1,1,0,0,這篇文章並沒有涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。因此，身體羞辱的範圍從善意的建議到惡意的羞辱。,Q1 判斷無歧視
1200,左二沒奶子滾喇幹,2,1,0,0,這篇文章並沒有涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。被害者認為該評論是負面、具有冒犯性或使其產生身體羞恥感。因此，身體羞辱的範圍從善意的建議到惡意的羞辱。,Q1 判斷無歧視
1201,老早就不是了 你活在哪個年代?,0,0,0,0,這篇文章未涉及有關於身體羞辱的歧視。身體羞辱是一種負面行為，但這篇文章並沒有表達任何對被該行為加害者負面意見或評論的評論。因此，這篇文章並沒有涉及身體羞辱的歧視。,Q1 判斷無歧視
1202,而已,0,0,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，但在某些情況下，加害者可能不請自來對目標身體表達負面意見或評論。這種行為可能會使被害者產生身體羞恥感，因此，該行為在範圍內可能會被視為惡意的。然而，在這種情況下，被害者可能不認為該行為是惡意的，因為它們可能覺得這是對自己的負面評論或評論。因此，該文章涉及有關於身體羞辱的歧視。,這篇文章可能是歧視胖子的類型。
1203,小腿太粗了,1,1,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。然而，該文章提到小腿太粗了，這是一個負面評論，因此該文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子類型。
1204,朝聖17.2，8,0,0,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。朝聖17.2和8並不是身體，因此不符合身體羞辱定義。,這篇文章是一篇有身體羞辱歧視的文章，判斷該文章是歧視胖子類型。
1205,那胖子是內外都醜陋 嘔嘔嘔嘔嘔,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對胖子進行了負面評論，並且使用了將胖子變成“內外都醜陋”的標籤。這種行為可能會被當作對胖子的惡意羞辱，因此涉及歧視。,這篇文章是歧視胖子的。
